offline_datapoint_15 1459427533 0.000
offline_datapoint_16 1459427536 0.000
offline_datapoint_17 1459427536 0.000
offline_datapoint_18 1459427536 0.000
offline_datapoint_19 1459427536 0.000
offline_datapoint_15 1459427536 0.000
offline_datapoint_16 1459427539 0.000
offline_datapoint_17 1459427539 0.000
offline_datapoint_18 1459427539 0.000
offline_datapoint_19 1459427539 0.000
offline_datapoint_15 1459427539 0.000
offline_datapoint_16 1459427542 0.000
offline_datapoint_17 1459427542 0.000
offline_datapoint_18 1459427542 0.000
offline_datapoint_19 1459427542 0.000
offline_datapoint_15 1459427542 0.000
offline_datapoint_16 1459427545 0.000
offline_datapoint_17 1459427545 0.000
offline_datapoint_18 1459427545 0.000
offline_datapoint_19 1459427545 0.000
offline_datapoint_15 1459427545 0.000
offline_datapoint_16 1459427548 0.000
offline_datapoint_17 1459427548 0.000
offline_datapoint_18 1459427548 0.000
offline_datapoint_19 1459427548 0.000
offline_datapoint_15 1459427548 0.000
offline_datapoint_16 1459427550 0.000
offline_datapoint_17 1459427550 0.000
offline_datapoint_18 1459427550 0.000
offline_datapoint_19 1459427550 0.000
offline_datapoint_15 1459427550 0.000
offline_datapoint_16 1459427553 0.000
offline_datapoint_17 1459427553 0.000
offline_datapoint_18 1459427553 0.000
offline_datapoint_19 1459427553 0.000
offline_datapoint_15 1459427553 1.000
offline_datapoint_16 1459427556 0.000
offline_datapoint_17 1459427556 0.000
offline_datapoint_18 1459427556 0.000
offline_datapoint_19 1459427556 0.000
offline_datapoint_15 1459427556 1.000
offline_datapoint_16 1459427556 0.000
offline_datapoint_17 1459427556 0.000
offline_datapoint_18 1459427556 0.000
offline_datapoint_19 1459427556 0.000
offline_datapoint_15 1459427562 2.000
offline_datapoint_16 1459427562 0.000
offline_datapoint_17 1459427562 0.000
offline_datapoint_18 1459427562 0.000
offline_datapoint_19 1459427562 0.000
offline_datapoint_15 1459427565 2.000
offline_datapoint_16 1459427565 0.000
offline_datapoint_17 1459427565 0.000
offline_datapoint_18 1459427565 0.000
offline_datapoint_19 1459427565 0.000
offline_datapoint_15 1459427568 2.000
offline_datapoint_16 1459427568 0.000
offline_datapoint_17 1459427568 0.000
offline_datapoint_18 1459427568 0.000
offline_datapoint_19 1459427568 0.000
offline_datapoint_15 1459427568 2.000
offline_datapoint_16 1459427571 0.000
offline_datapoint_17 1459427571 0.000
offline_datapoint_18 1459427571 0.000
offline_datapoint_19 1459427571 0.000
offline_datapoint_15 1459427571 2.000
offline_datapoint_16 1459427571 0.000
offline_datapoint_17 1459427571 0.000
offline_datapoint_18 1459427571 0.000
offline_datapoint_19 1459427571 0.000
offline_datapoint_15 1459427577 3.000
offline_datapoint_16 1459427577 0.000
offline_datapoint_17 1459427577 0.000
offline_datapoint_18 1459427577 0.000
offline_datapoint_19 1459427577 0.000
offline_datapoint_15 1459427580 3.000
offline_datapoint_16 1459427580 0.000
offline_datapoint_17 1459427580 0.000
offline_datapoint_18 1459427580 0.000
offline_datapoint_19 1459427580 0.000
offline_datapoint_15 1459427583 3.000
offline_datapoint_16 1459427583 0.000
offline_datapoint_17 1459427583 0.000
offline_datapoint_18 1459427583 0.000
offline_datapoint_19 1459427583 0.000
offline_datapoint_15 1459427586 3.000
offline_datapoint_16 1459427586 0.000
offline_datapoint_17 1459427586 0.000
offline_datapoint_18 1459427586 0.000
offline_datapoint_19 1459427586 0.000
offline_datapoint_15 1459427586 3.000
offline_datapoint_16 1459427589 0.000
offline_datapoint_17 1459427589 0.000
offline_datapoint_18 1459427589 0.000
offline_datapoint_19 1459427589 0.000
offline_datapoint_15 1459427589 3.000
offline_datapoint_16 1459427592 0.000
offline_datapoint_17 1459427592 0.000
offline_datapoint_18 1459427592 0.000
offline_datapoint_19 1459427592 0.000
offline_datapoint_15 1459427592 3.000
offline_datapoint_16 1459427595 0.000
offline_datapoint_17 1459427595 0.000
offline_datapoint_18 1459427595 0.000
offline_datapoint_19 1459427595 0.000
offline_datapoint_15 1459427595 3.000
offline_datapoint_17 1459427598 0.000
offline_datapoint_18 1459427598 0.000
offline_datapoint_19 1459427598 0.000
offline_datapoint_15 1459427598 3.000
offline_datapoint_16 1459427598 0.000
offline_datapoint_17 1459427598 0.000
offline_datapoint_18 1459427598 0.000
offline_datapoint_19 1459427598 0.000
offline_datapoint_15 1459427604 3.000
offline_datapoint_16 1459427604 0.000
offline_datapoint_17 1459427604 0.000
offline_datapoint_18 1459427604 0.000
offline_datapoint_19 1459427604 0.000
offline_datapoint_15 1459427607 3.000
offline_datapoint_16 1459427607 0.000
offline_datapoint_17 1459427607 0.000
offline_datapoint_18 1459427607 0.000
offline_datapoint_19 1459427607 0.000
offline_datapoint_15 1459427610 3.000
offline_datapoint_16 1459427610 0.000
offline_datapoint_17 1459427610 0.000
offline_datapoint_18 1459427610 0.000
offline_datapoint_19 1459427610 0.000
offline_datapoint_15 1459427613 3.000
offline_datapoint_16 1459427613 0.000
offline_datapoint_17 1459427613 0.000
offline_datapoint_18 1459427613 0.000
offline_datapoint_19 1459427613 0.000
offline_datapoint_16 1459427616 0.000
offline_datapoint_17 1459427616 0.000
offline_datapoint_18 1459427616 0.000
offline_datapoint_19 1459427616 0.000
offline_datapoint_15 1459427616 3.000
offline_datapoint_16 1459427616 0.000
offline_datapoint_17 1459427616 0.000
offline_datapoint_18 1459427616 0.000
offline_datapoint_19 1459427616 0.000
offline_datapoint_15 1459427622 3.000
offline_datapoint_16 1459427622 0.000
offline_datapoint_17 1459427622 0.000
offline_datapoint_18 1459427622 0.000
offline_datapoint_19 1459427622 0.000
offline_datapoint_15 1459427625 4.000
offline_datapoint_16 1459427625 0.000
offline_datapoint_17 1459427625 0.000
offline_datapoint_18 1459427625 0.000
offline_datapoint_19 1459427625 0.000
offline_datapoint_15 1459427628 4.000
offline_datapoint_16 1459427628 0.000
offline_datapoint_17 1459427628 0.000
offline_datapoint_18 1459427628 0.000
offline_datapoint_19 1459427628 0.000
offline_datapoint_15 1459427631 4.000
offline_datapoint_16 1459427631 0.000
offline_datapoint_17 1459427631 0.000
offline_datapoint_18 1459427631 0.000
offline_datapoint_19 1459427631 0.000
offline_datapoint_16 1459427634 0.000
offline_datapoint_17 1459427634 0.000
offline_datapoint_18 1459427634 0.000
offline_datapoint_19 1459427634 0.000
offline_datapoint_15 1459427634 4.000
offline_datapoint_16 1459427637 0.000
offline_datapoint_17 1459427637 0.000
offline_datapoint_18 1459427637 0.000
offline_datapoint_19 1459427637 0.000
offline_datapoint_15 1459427637 4.000
