54 1459427535 5.157026 0.200000 5.157026 5.157026 5.318984
54 1459427536 5.157026 0.200000 5.157026 5.157026 5.318984
54 1459427537 5.157026 0.200000 5.157026 5.157026 5.318984
54 1459427538 5.157026 0.200000 5.157026 5.157026 5.318984
54 1459427539 5.157026 0.200000 5.157026 5.157026 5.318984
68 1459427550 0.638579 0.200000 0.638579 0.638579 0.081557
68 1459427551 0.638579 0.200000 0.638579 0.638579 0.081557
68 1459427552 0.638579 0.200000 0.638579 0.638579 0.081557
68 1459427553 0.638579 0.200000 0.638579 0.638579 0.081557
68 1459427554 0.638579 0.200000 0.638579 0.638579 0.081557
73 1459427550 13.082728 0.200000 13.082728 13.082728 34.231554
73 1459427551 13.082728 0.200000 13.082728 13.082728 34.231554
73 1459427552 13.082728 0.200000 13.082728 13.082728 34.231554
73 1459427553 13.082728 0.200000 13.082728 13.082728 34.231554
73 1459427554 13.082728 0.200000 13.082728 13.082728 34.231554
81 1459427555 0.611708 0.200000 0.611708 0.611708 0.074837
81 1459427556 0.611708 0.200000 0.611708 0.611708 0.074837
81 1459427557 0.611708 0.200000 0.611708 0.611708 0.074837
81 1459427558 0.611708 0.200000 0.611708 0.611708 0.074837
81 1459427559 0.611708 0.200000 0.611708 0.611708 0.074837
86 1459427555 2.568673 0.200000 2.568673 2.568673 1.319616
86 1459427556 2.568673 0.200000 2.568673 2.568673 1.319616
86 1459427557 2.568673 0.200000 2.568673 2.568673 1.319616
86 1459427558 2.568673 0.200000 2.568673 2.568673 1.319616
86 1459427559 2.568673 0.200000 2.568673 2.568673 1.319616
91 1459427555 22.059006 0.200000 22.059006 22.059006 97.319949
91 1459427556 22.059006 0.200000 22.059006 22.059006 97.319949
91 1459427557 22.059006 0.200000 22.059006 22.059006 97.319949
91 1459427558 22.059006 0.200000 22.059006 22.059006 97.319949
91 1459427559 22.059006 0.200000 22.059006 22.059006 97.319949
54 1459427560 4.578946 0.200000 4.578946 4.578946 4.193350
54 1459427561 4.578946 0.200000 4.578946 4.578946 4.193350
54 1459427562 4.578946 0.200000 4.578946 4.578946 4.193350
54 1459427563 4.578946 0.200000 4.578946 4.578946 4.193350
54 1459427564 4.578946 0.200000 4.578946 4.578946 4.193350
68 1459427570 0.627781 0.200000 0.627781 0.627781 0.078822
68 1459427571 0.627781 0.200000 0.627781 0.627781 0.078822
68 1459427572 0.627781 0.200000 0.627781 0.627781 0.078822
68 1459427573 0.627781 0.200000 0.627781 0.627781 0.078822
68 1459427574 0.627781 0.200000 0.627781 0.627781 0.078822
73 1459427570 12.748293 0.200000 12.748293 12.748293 32.503794
73 1459427571 12.748293 0.200000 12.748293 12.748293 32.503794
73 1459427572 12.748293 0.200000 12.748293 12.748293 32.503794
73 1459427573 12.748293 0.200000 12.748293 12.748293 32.503794
73 1459427574 12.748293 0.200000 12.748293 12.748293 32.503794
86 1459427575 4.066431 0.200000 4.066431 4.066431 3.307172
86 1459427576 4.066431 0.200000 4.066431 4.066431 3.307172
86 1459427577 4.066431 0.200000 4.066431 4.066431 3.307172
86 1459427578 4.066431 0.200000 4.066431 4.066431 3.307172
86 1459427579 4.066431 0.200000 4.066431 4.066431 3.307172
81 1459427575 0.619626 0.200000 0.619626 0.619626 0.076787
81 1459427576 0.619626 0.200000 0.619626 0.619626 0.076787
81 1459427577 0.619626 0.200000 0.619626 0.619626 0.076787
81 1459427578 0.619626 0.200000 0.619626 0.619626 0.076787
81 1459427579 0.619626 0.200000 0.619626 0.619626 0.076787
91 1459427575 22.641388 0.200000 22.641388 22.641388 102.526490
91 1459427576 22.641388 0.200000 22.641388 22.641388 102.526490
91 1459427577 22.641388 0.200000 22.641388 22.641388 102.526490
91 1459427578 22.641388 0.200000 22.641388 22.641388 102.526490
91 1459427579 22.641388 0.200000 22.641388 22.641388 102.526490
54 1459427580 4.597026 0.200000 4.597026 4.597026 4.226530
54 1459427581 4.597026 0.200000 4.597026 4.597026 4.226530
54 1459427582 4.597026 0.200000 4.597026 4.597026 4.226530
54 1459427583 4.597026 0.200000 4.597026 4.597026 4.226530
54 1459427584 4.597026 0.200000 4.597026 4.597026 4.226530
68 1459427595 0.634655 0.200000 0.634655 0.634655 0.080557
68 1459427596 0.634655 0.200000 0.634655 0.634655 0.080557
68 1459427597 0.634655 0.200000 0.634655 0.634655 0.080557
68 1459427598 0.634655 0.200000 0.634655 0.634655 0.080557
68 1459427599 0.634655 0.200000 0.634655 0.634655 0.080557
73 1459427595 12.771239 0.200000 12.771239 12.771239 32.620908
